silhouette,dbi,chi,dunn,cohesion,separation,cosine_intra,cosine_inter,singleton_ratio,K,variant
-0.17392826,26.238173183489792,1.0106696367556702,0.03767396882176399,1.4047423081946988,0.09604717046022415,0.06870211220669115,0.026666767165130292,0.0,700,baseline_uniform_random
-0.17466256,26.19453529052877,1.0000427596225638,0.03238896280527115,1.4058051317801905,0.19219781458377838,0.0657059242796106,0.024819093806326045,0.03857142857142857,700,baseline_shuffle_size
-0.17365083,24.930732199571857,2.082646725721353,0.04175804182887077,1.4011831205414165,0.12972551584243774,0.09177321469593838,0.028950298831351515,0.0,700,baseline_length_buckets
-0.1424045,23.890722273470985,22.71454840725884,0.03369725123047829,1.3370138042322284,0.37680917978286743,0.28064981731344424,0.04253233959634975,0.0,700,baseline_pca1_buckets
-0.12542008,5.5461811818439015,40.62678021103766,0.15028706192970276,1.282002419143176,0.5347480177879333,0.39350754033601626,0.0008206439336217019,0.0,700,baseline_random_centroid
-0.033751566,4.502459243695601,110.15021686789841,0.15808966755867004,1.1344217492647584,0.8011364936828613,0.5778572073679387,0.0015902867997413914,0.0,700,baseline_kmeanspp_one_shot
-0.0072583337,3.737565294806353,118.26336198724034,0.1748037040233612,1.0953241916687648,0.8874096274375916,0.6165977442009685,0.0009211851152312416,0.03125,800,kmeans
-0.19020377,24.570433611647477,0.9965502428799584,0.04242625832557678,1.403872402982772,0.10198748111724854,0.07282853634397189,0.023784622825694095,0.0,800,baseline_uniform_random
-0.19510087,24.954119622492676,0.9914032507390019,0.03143990412354469,1.4049677772292313,0.1755608320236206,0.07025229896892136,0.02181396753859809,0.03125,800,baseline_shuffle_size
-0.18800314,23.47705520743149,1.9483026134156867,0.03907782584428787,1.4003349647602727,0.1350371539592743,0.09550465014048946,0.02541694964020656,0.0,800,baseline_length_buckets
-0.15351604,22.392119182387113,20.004157187545513,0.038582660257816315,1.3282121490291334,0.3763806223869324,0.282034563158895,0.04255024932076611,0.0,800,baseline_pca1_buckets
-0.1338781,5.493620306472565,36.168139645575145,0.15915222465991974,1.2756774148571814,0.5379106402397156,0.39658309067080216,0.00340826136098615,0.0,800,baseline_random_centroid
-0.03724015,4.4820389092595905,98.91051379133054,0.147591695189476,1.1291006446527125,0.809543788433075,0.5830052410667079,0.00120830237427656,0.0,800,baseline_kmeanspp_one_shot
-0.0097663775,3.727828479946736,107.06576097745466,0.17375251650810242,1.0908524879094825,0.8944251537322998,0.6202264769445734,0.0009251055120651617,0.03333333333333333,900,kmeans
-0.20031996,23.240490926712763,1.0028969322167307,0.04308169707655907,1.402943512137854,0.10859158635139465,0.07735623926785451,0.021289563687772215,0.0,900,baseline_uniform_random
-0.19990607,23.375135455743425,1.0083684713683774,0.033568985760211945,1.4042672323834544,0.1913459748029709,0.07464606659874275,0.019247424130914834,0.03333333333333333,900,baseline_shuffle_size
-0.19857675,22.31269755228931,1.8384029329717322,0.04268992692232132,1.3994482065714866,0.1398945450782776,0.09889710211857168,0.023167080255623515,0.0,900,baseline_length_buckets
-0.16635314,21.20639765669033,17.887391727808886,0.036009036004543304,1.3285221654126866,0.3790588974952698,0.28326483260658303,0.041270428455266184,0.0,900,baseline_pca1_buckets
-0.13820148,5.365364884726936,33.67806343987038,0.15178683400154114,1.2717253609819168,0.5496086478233337,0.4046491558359284,0.003045976090116873,0.0,900,baseline_random_centroid
-0.037879746,4.454841218406906,90.02363192421589,0.14866141974925995,1.1253517640060766,0.8177950978279114,0.5877009968778918,0.0008811386573692872,0.0,900,baseline_kmeanspp_one_shot
-0.013072141,3.692179246442692,98.22379825673954,0.17508503794670105,1.0870740480438503,0.9051157236099243,0.6240337749278815,0.0009294822083167047,0.039,1000,kmeans
-0.20551166,22.072335432011098,0.9940700572783578,0.046476781368255615,1.4020572173262282,0.11393409967422485,0.0811390737425365,0.019346601955109583,0.0,1000,baseline_uniform_random
-0.20679435,22.351274788950594,0.9963055981449055,0.03359205648303032,1.4035574623073865,0.20851847529411316,0.07801951550496551,0.017652743006756892,0.039,1000,baseline_shuffle_size
-0.20408699,21.22192356914958,1.7572101299148883,0.045212481170892715,1.3985729399981914,0.14484372735023499,0.10236416021735188,0.020823156720835193,0.0,1000,baseline_length_buckets
-0.17020726,20.217312792303026,16.194368029560398,0.041807517409324646,1.324814830795671,0.3807491064071655,0.28447999292336523,0.04046948853794244,0.0,1000,baseline_pca1_buckets
-0.14806688,5.3665081157424614,30.605310983220633,0.15127944946289062,1.270177568692949,0.5534507632255554,0.4063730148594918,0.0017288168815768879,0.0,1000,baseline_random_centroid
-0.044226095,4.436711575922517,82.67252115004173,0.1466217041015625,1.1207322415518133,0.8236852884292603,0.5917713880573278,0.0010921684070099268,0.0,1000,baseline_kmeanspp_one_shot
-0.016221188,3.6889534499364167,90.64296738981842,0.17620736360549927,1.0817780410666455,0.9069780111312866,0.627103846487751,0.0016974286339365005,0.03363636363636364,1100,kmeans
-0.21315742,21.084235005186933,1.001957920466164,0.047159675508737564,1.4011113785599192,0.12002182751893997,0.08530871326456173,0.017057718570893846,0.0,1100,baseline_uniform_random
-0.21197638,21.243628603115305,1.005307776882437,0.03734347224235535,1.4028496618902686,0.21375346183776855,0.08196520135831857,0.015044055276482223,0.03363636363636364,1100,baseline_shuffle_size
-0.21107793,20.21851684478712,1.6915233551205442,0.04566995054483414,1.397765873857525,0.14967556297779083,0.10576558709620625,0.018862135678777366,0.0,1100,baseline_length_buckets
-0.17635258,19.37926164086587,14.812748596276998,0.0407198891043663,1.3177681177415737,0.3820653557777405,0.28574585728881374,0.03987733911078653,0.0,1100,baseline_pca1_buckets
-0.14115378,5.3002596137880325,29.052498334520898,0.15162725746631622,1.2662279749886,0.5624545216560364,0.41376306943725244,0.0030141212129393587,0.0,1100,baseline_random_centroid
-0.045785177,4.444355434137827,76.80297909003822,0.1351720541715622,1.1172945317439211,0.8310065269470215,0.5961282525305852,0.0010389847392946324,0.0,1100,baseline_kmeanspp_one_shot
-0.01617064,3.6215841616859294,84.33021865972911,0.18191546201705933,1.0803007338148771,0.9182764291763306,0.629995458995786,0.0007565523585170236,0.04833333333333333,1200,kmeans
-0.21710628,20.24363514135091,0.9977021115515473,0.050156425684690475,1.400233313236157,0.12520365417003632,0.0888408598445785,0.015786860141246476,0.0,1200,baseline_uniform_random
-0.21244109,20.40555461415875,0.9919442908746621,0.03655955195426941,1.4022409184394586,0.2336135357618332,0.08461643067589493,0.014537444118631131,0.04833333333333333,1200,baseline_shuffle_size
-0.21009733,19.419837566139886,1.6395493602611093,0.04908508434891701,1.3965869308717973,0.1543811857700348,0.10911509736569193,0.017579247183278884,0.0,1200,baseline_length_buckets
-0.18002559,18.633561829745425,13.658736661121221,0.0456283837556839,1.3299444645442902,0.3869188725948334,0.28693499947385853,0.0375856480975504,0.0,1200,baseline_pca1_buckets
-0.14412156,5.255357765199156,27.10929517476697,0.15338562428951263,1.2605327047312658,0.5676466822624207,0.417210189763236,0.002606121414454475,0.0,1200,baseline_random_centroid
-0.04630259,4.400132652664633,71.62441181563712,0.13495805859565735,1.1133506704498735,0.8360612392425537,0.5995595769225809,0.0010180842539023588,0.0,1200,baseline_kmeanspp_one_shot
-0.017229749,3.6107514680954873,78.82226446504613,0.17418983578681946,1.0748849496766775,0.9203911423683167,0.6325531576317163,0.0015093568775796534,0.03923076923076923,1300,kmeans
-0.21344022,19.47522957515088,1.0005228059242928,0.052691441029310226,1.3992983795459208,0.13045811653137207,0.09254679917543142,0.01483805961941928,0.0,1300,baseline_uniform_random
-0.2176722,19.51977568979097,0.9993025627673645,0.03632640093564987,1.401601796229022,0.23960651457309723,0.0881037834757298,0.014349336987709847,0.03923076923076923,1300,baseline_shuffle_size
-0.21233864,18.730627885991897,1.58775056370087,0.0476999469101429,1.3958443758674626,0.1586175262928009,0.11205420683680717,0.016086768173588284,0.0,1300,baseline_length_buckets
-0.18162948,17.891829940654244,12.68619419520314,0.043370455503463745,1.3224602001788535,0.3877005875110626,0.2882308670908182,0.03711218051990699,0.0,1300,baseline_pca1_buckets
-0.14303997,5.178930318815474,25.515373439376074,0.14902208745479584,1.2566317320174945,0.5719900131225586,0.4205456056143352,0.0028495020302883095,0.0,1300,baseline_random_centroid
-0.04768479,4.373734592728141,67.12655650935824,0.13433538377285004,1.1090268539399093,0.8399725556373596,0.6026379244889325,0.0011190174473162172,0.0,1300,baseline_kmeanspp_one_shot
-0.020299776,3.5518361672951286,74.10736967646802,0.1737401932477951,1.074013241952736,0.9331874251365662,0.6350391721374761,0.0011177858611983726,0.05714285714285714,1400,kmeans
-0.21509402,18.82721052536581,1.0011075947013037,0.05391130596399307,1.3983927549509292,0.13549667596817017,0.09600040920400758,0.013600988132816195,0.0,1400,baseline_uniform_random
-0.21472074,18.61545549665997,0.9970063757275829,0.039155978709459305,1.4009364052561395,0.267373263835907,0.09078714122092225,0.011883038514690717,0.05714285714285714,1400,baseline_shuffle_size
-0.21578524,18.00058430001876,1.542932339674805,0.05200008302927017,1.3947347248381607,0.16254852712154388,0.11488175533555736,0.015263972354804185,0.0,1400,baseline_length_buckets
-0.1824333,17.401214090995193,11.841575195146634,0.04834859445691109,1.3305775231493033,0.39186155796051025,0.28925674963865844,0.03544627961725275,0.0,1400,baseline_pca1_buckets
-0.14550896,5.152788308543127,24.003946541665137,0.15996278822422028,1.2513243377822307,0.5771563649177551,0.4230658458794672,0.0028008083378520967,0.0,1400,baseline_random_centroid
-0.045633763,4.341846603995052,63.31174582411677,0.13611754775047302,1.106165906850636,0.8453305959701538,0.6057293713986339,0.0008748318741824847,0.0,1400,baseline_kmeanspp_one_shot
